flightNumber,date,fare,fareClass,seatsAvailable,priceCategory
SE7143,2025-06-02T00:50:00,1090.42,Premium Economy,11,Other
AA9605,2024-03-06T01:16:00,370.52,Economy,146,Low Fare
QF6247,2025-08-17T18:00:00,1193.42,Premium Economy,116,Other
AX7170,2024-10-22T01:26:00,180.53,Economy,62,Low Fare
S64299,2025-02-02T16:32:00,323.09,Business,21,Low Fare
AX5407,2024-09-05T14:36:00,378.14,Economy,170,Other
5Y5700,2025-04-18T14:00:00,247.97,Economy,45,Low Fare
UA9837,2024-03-08T02:09:00,406.51,Economy,83,Other
BA2196,2024-06-29T01:11:00,1285.53,Economy,137,Other
VX4859,2025-01-28T11:01:00,326.32,Premium Economy,161,Low Fare
ZG2882,2024-05-17T15:04:00,162.3,Economy,122,Low Fare
AS3996,2025-07-17T05:11:00,1458.22,Premium Economy,47,Other
ZW8815,2025-09-06T19:58:00,598.82,Premium Economy,33,Other
MQ8567,2025-08-23T23:44:00,232.49,Premium Economy,198,Low Fare
AZ1506,2024-03-15T14:14:00,345.6,Business,59,Low Fare
AZ9173,2025-06-14T09:30:00,1234.64,Business,96,Other
QF861,2025-08-23T19:08:00,349.59,Business,186,Low Fare
XP5055,2024-11-07T04:03:00,149.12,Premium Economy,168,Low Fare
TK7496,2025-10-04T15:31:00,843.37,Business,154,Other
AA8608,2024-09-28T01:07:00,476.3,Economy,134,Other
SS6362,2024-08-31T08:02:00,1019.33,Premium Economy,50,Other
QF3302,2025-01-17T08:38:00,769.54,Premium Economy,113,Other
TA1767,2024-07-08T07:58:00,414.08,Business,26,Other
KL2059,2024-08-21T11:17:00,364.99,Economy,75,Low Fare
OY2182,2024-02-17T17:18:00,1188.52,Business,82,Other
YX772,2025-01-14T21:19:00,344.04,Premium Economy,177,Other
CM8681,2025-04-09T20:27:00,255.3,Economy,51,Low Fare
NH5740,2025-09-06T14:46:00,336.02,Business,32,Low Fare
EI6913,2025-08-04T12:35:00,807.65,Business,80,Other
AZ3903,2024-05-17T18:22:00,1218.42,Economy,135,Other
LH6694,2025-09-23T03:26:00,369.85,Economy,59,Low Fare
AZ7957,2025-12-05T20:40:00,325.27,Economy,32,Low Fare
JX3887,2024-09-23T02:21:00,493.74,Premium Economy,127,Other
KL9483,2025-11-22T09:30:00,796.92,Business,120,Other
SS3193,2025-12-19T21:05:00,134.22,Economy,98,Low Fare
CC6077,2024-11-18T23:40:00,281.82,Premium Economy,158,Low Fare
QQ9325,2024-08-14T11:46:00,1155.98,Premium Economy,81,Other
AF3574,2025-08-25T03:00:00,178.81,Premium Economy,140,Low Fare
UA1299,2025-07-09T05:59:00,195.47,Economy,65,Low Fare
QK3620,2025-04-06T18:16:00,307.05,Premium Economy,171,Other
CP102,2024-03-05T01:32:00,165.6,Premium Economy,138,Low Fare
DL1565,2025-06-18T23:50:00,266.3,Premium Economy,91,Low Fare
BA6180,2025-11-26T19:40:00,1449.93,Premium Economy,186,Other
Z03190,2025-04-24T13:30:00,367.07,Business,132,Other
OO3137,2024-01-09T19:01:00,362.82,Premium Economy,132,Low Fare
A86310,2025-06-20T11:53:00,304.93,Business,159,Low Fare
TK8799,2024-06-11T15:12:00,135.17,Economy,74,Low Fare
RW7048,2024-07-23T09:26:00,655.36,Business,113,Other
VS3521,2024-09-27T04:39:00,396.93,Economy,49,Low Fare
OO4876,2025-09-30T22:04:00,269.2,Economy,26,Low Fare
WN8876,2024-03-01T06:43:00,528.78,Business,159,Other
PR1478,2025-02-01T06:11:00,146.02,Economy,61,Low Fare
AY5643,2025-05-18T00:37:00,361.96,Premium Economy,101,Low Fare
EV2660,2025-08-23T12:27:00,271.96,Premium Economy,171,Low Fare
RW7160,2025-01-23T18:54:00,741.37,Business,33,Other
AM5339,2024-01-27T22:15:00,1424.37,Premium Economy,131,Other
TA6418,2025-02-17T03:29:00,1156.89,Economy,114,Other
BA7051,2025-07-20T10:29:00,649.84,Economy,181,Other
AI3823,2024-05-05T14:45:00,1150.63,Premium Economy,178,Other
MQ3806,2025-10-11T23:45:00,375.09,Premium Economy,68,Other
WN6237,2025-01-17T09:15:00,957.58,Premium Economy,47,Other
VS1007,2024-04-14T22:32:00,369.27,Business,105,Low Fare
TA7356,2024-07-31T06:54:00,146.48,Premium Economy,136,Low Fare
B62652,2024-11-14T20:55:00,176.23,Business,75,Low Fare
XJ2013,2025-08-09T10:01:00,194.77,Business,78,Low Fare
IB6606,2024-09-14T14:45:00,337.71,Business,43,Low Fare
CI1308,2024-06-20T10:33:00,1402.36,Business,155,Other
WN8202,2024-02-19T14:06:00,1004.83,Premium Economy,21,Other
AZ9911,2025-05-30T13:04:00,1269.11,Economy,39,Other
FL1064,2024-10-25T13:14:00,1068.05,Premium Economy,178,Other
US3863,2024-04-20T13:47:00,142.64,Business,42,Low Fare
NZ6860,2024-10-30T20:48:00,344.25,Business,107,Low Fare
SS7080,2025-09-22T21:28:00,691.6,Premium Economy,38,Other
VX9358,2025-05-31T23:21:00,171.49,Premium Economy,174,Low Fare
4O1527,2025-06-18T00:50:00,367.44,Premium Economy,83,Low Fare
UA794,2025-01-27T00:41:00,284.46,Business,18,Low Fare
WI2335,2025-11-29T09:47:00,218.66,Business,40,Low Fare
OZ4221,2024-10-07T12:37:00,1433.97,Premium Economy,193,Other
CA5275,2025-02-09T07:05:00,253.64,Premium Economy,151,Low Fare
MQ7714,2024-01-15T17:54:00,556.25,Business,69,Other
CC2029,2024-11-07T06:26:00,373.07,Premium Economy,113,Low Fare
TP2579,2025-07-10T19:24:00,194.33,Premium Economy,136,Low Fare
AZ3818,2024-09-04T17:34:00,236.29,Business,119,Low Fare
KE8425,2024-01-26T06:15:00,356.67,Premium Economy,145,Other
Y43647,2024-11-15T12:45:00,118.7,Economy,114,Low Fare
CZ8179,2025-01-18T06:28:00,1341.37,Economy,105,Other
CZ5994,2024-09-26T17:12:00,158.37,Business,51,Low Fare
MX3588,2024-05-06T09:12:00,1291.54,Economy,17,Other
NZ2764,2025-06-17T00:30:00,518.86,Business,83,Other
XP1590,2024-01-23T16:36:00,426.55,Premium Economy,75,Other
SS4718,2025-10-22T03:52:00,385.16,Business,76,Low Fare
WS6177,2024-09-11T18:34:00,735.83,Premium Economy,63,Other
EV7279,2025-07-08T02:15:00,337.9,Premium Economy,106,Low Fare
A8233,2024-03-08T05:27:00,363.35,Economy,199,Low Fare
Y44790,2024-11-19T11:32:00,131.54,Economy,14,Low Fare
CM9094,2025-03-30T22:06:00,174.12,Business,132,Low Fare
F83329,2025-08-12T20:24:00,957.37,Premium Economy,128,Other
NJ8649,2024-10-22T03:06:00,318.26,Premium Economy,16,Low Fare
HX6330,2024-05-16T12:43:00,343.81,Premium Economy,135,Low Fare
FL4267,2025-11-20T21:18:00,364.95,Economy,60,Low Fare
UA2747,2025-01-11T02:00:00,1141.17,Economy,92,Other
UA2201,2025-07-21T22:34:00,685.73,Business,37,Other
AA3577,2024-06-30T22:57:00,111.2,Premium Economy,152,Low Fare
TA4578,2025-07-17T12:02:00,264.9,Premium Economy,90,Low Fare
QK1694,2025-10-16T04:38:00,1183.03,Business,100,Other
Z02189,2025-09-04T15:39:00,239.65,Economy,58,Low Fare
TS8138,2025-05-01T21:52:00,1107.56,Business,187,Other
PR4396,2025-02-08T17:39:00,265.2,Premium Economy,32,Low Fare
TK9743,2024-12-16T00:46:00,297.94,Economy,151,Low Fare
AY291,2024-09-13T00:46:00,1227.14,Premium Economy,128,Other
DP8191,2025-05-25T17:16:00,278.07,Economy,190,Low Fare
HA596,2025-05-12T11:54:00,165.52,Business,195,Low Fare
VN3096,2024-12-27T05:42:00,166.99,Premium Economy,135,Low Fare
FJ2751,2025-12-17T20:26:00,193.18,Business,52,Low Fare
BF2355,2024-02-23T18:16:00,1475.86,Economy,192,Other
EK7678,2024-06-05T22:32:00,328.7,Economy,168,Low Fare
CC6269,2025-11-23T19:06:00,968.75,Premium Economy,174,Other
AA7432,2025-11-26T16:18:00,585.1,Premium Economy,122,Other
AZ3035,2025-12-31T15:37:00,207.31,Premium Economy,117,Low Fare
HQ1140,2025-09-27T02:16:00,433.19,Premium Economy,56,Other
QK7521,2024-06-19T18:19:00,375.45,Economy,168,Other
ZW1199,2025-09-12T11:58:00,309.82,Business,93,Low Fare
MQ6377,2024-06-01T05:08:00,757.48,Business,160,Other
HX8470,2025-08-27T10:23:00,115.08,Business,177,Low Fare
WO6791,2024-04-09T08:58:00,301.39,Business,69,Low Fare
HA6244,2025-12-11T01:12:00,393.97,Economy,119,Other
AY6911,2024-09-30T01:22:00,383.87,Economy,109,Low Fare
JX7430,2024-11-13T05:06:00,1094.22,Economy,141,Other
NZ5469,2025-08-26T11:56:00,259.43,Economy,29,Low Fare
BF9390,2024-08-06T19:39:00,306.0,Economy,172,Low Fare
CA4958,2024-06-15T09:58:00,128.45,Premium Economy,130,Low Fare
SY8559,2025-02-06T16:54:00,1434.98,Premium Economy,20,Other
HA3710,2025-02-10T23:09:00,344.62,Premium Economy,187,Low Fare
OY8180,2025-09-04T21:53:00,196.29,Business,74,Low Fare
CA956,2024-11-22T00:37:00,1145.19,Premium Economy,157,Other
YX9193,2025-04-20T00:59:00,608.4,Premium Economy,81,Other
YV4509,2025-03-17T03:07:00,112.48,Economy,78,Low Fare
Y4322,2025-06-10T16:53:00,506.15,Business,162,Other
MQ9104,2025-03-31T16:31:00,250.37,Business,85,Low Fare
AC1726,2025-10-24T11:36:00,1210.67,Economy,109,Other
ZW2421,2024-08-26T00:57:00,337.44,Economy,27,Low Fare
ZW8883,2024-01-23T08:54:00,193.04,Business,34,Low Fare
SQ4047,2024-06-17T05:01:00,494.68,Business,24,Other
AB653,2024-09-15T04:39:00,1129.54,Business,10,Other
CP949,2025-11-17T20:14:00,1166.11,Economy,50,Other
EV1818,2024-04-25T07:21:00,260.92,Economy,13,Low Fare
LY2910,2024-01-22T23:17:00,390.99,Premium Economy,113,Low Fare
TA1425,2024-03-26T15:00:00,381.06,Premium Economy,23,Low Fare
EI4358,2025-12-18T19:45:00,1156.22,Economy,135,Other
PE1360,2025-09-08T07:45:00,293.85,Business,167,Low Fare
WI4907,2024-09-10T11:03:00,1303.66,Business,72,Other
TZ2340,2025-10-26T17:28:00,154.85,Business,84,Low Fare
YP3207,2025-07-03T20:15:00,1479.0,Economy,99,Other
DP6115,2025-07-14T15:49:00,1392.36,Economy,69,Other
S69092,2025-02-27T17:45:00,1480.76,Economy,185,Other
TZ8301,2024-09-03T12:38:00,397.61,Economy,128,Low Fare
AY6392,2025-05-13T05:40:00,129.74,Premium Economy,100,Low Fare
RW729,2024-10-07T01:06:00,551.1,Business,72,Other
AC132,2025-06-26T15:35:00,163.71,Premium Economy,177,Low Fare
NK8283,2024-05-18T05:29:00,410.39,Business,179,Other
BBB4095,2024-01-18T05:05:00,357.99,Business,195,Low Fare
WI1503,2025-05-31T22:27:00,724.72,Premium Economy,62,Other
CA3674,2025-04-11T20:22:00,941.41,Business,143,Other
QX4861,2024-07-19T05:51:00,186.81,Business,71,Low Fare
NW9144,2025-04-12T00:38:00,202.06,Economy,149,Low Fare
EK7290,2024-08-08T20:36:00,577.52,Business,135,Other
EK5343,2024-09-06T00:54:00,227.62,Business,138,Low Fare
CA1086,2024-09-17T06:23:00,304.01,Business,174,Low Fare
XJ8748,2025-09-07T01:37:00,340.42,Economy,153,Low Fare
TW8327,2024-03-22T07:34:00,719.68,Premium Economy,176,Other
EK2720,2024-05-14T08:49:00,321.57,Premium Economy,49,Low Fare
ZW3850,2025-12-19T01:20:00,359.7,Premium Economy,38,Low Fare
HA8055,2025-05-25T07:41:00,158.92,Economy,121,Low Fare
XP1125,2024-09-18T14:14:00,1275.81,Economy,174,Other
KL778,2025-07-22T11:52:00,273.22,Premium Economy,72,Low Fare
BF9459,2025-02-02T05:50:00,654.22,Business,132,Other
YP2832,2025-05-11T03:20:00,398.63,Economy,191,Low Fare
TA1846,2025-06-09T23:53:00,284.82,Premium Economy,185,Low Fare
TK7813,2024-10-25T05:31:00,1374.28,Economy,118,Other
4O6988,2025-03-04T08:04:00,547.0,Business,123,Other
DP3280,2024-03-23T20:38:00,241.47,Business,54,Low Fare
CZ572,2024-12-22T01:11:00,627.26,Premium Economy,137,Other
QX1621,2025-08-17T01:59:00,565.07,Economy,126,Other
AX9620,2025-02-05T17:36:00,321.39,Economy,13,Low Fare
HX141,2024-12-16T16:46:00,1127.05,Business,111,Other
AY1153,2025-05-01T18:32:00,1132.69,Business,60,Other
AB317,2025-08-26T18:02:00,962.16,Economy,118,Other
9W3204,2025-08-19T22:15:00,325.61,Premium Economy,89,Low Fare
FF8855,2024-10-16T14:40:00,357.54,Premium Economy,25,Other
HQ441,2025-02-26T20:15:00,1169.16,Economy,50,Other
HA9062,2024-08-19T12:27:00,1202.74,Premium Economy,169,Other
MQ1365,2024-07-27T08:19:00,531.91,Economy,77,Other
SE5436,2025-04-29T19:34:00,374.09,Premium Economy,86,Low Fare
LH2789,2024-12-19T14:02:00,315.96,Economy,23,Other
BR7637,2025-05-01T12:55:00,215.67,Economy,28,Low Fare
FI5036,2024-04-03T09:08:00,333.45,Business,10,Low Fare
Y42539,2024-12-13T21:36:00,937.33,Business,178,Other
BA8195,2024-08-19T05:19:00,1356.49,Business,77,Other
CP746,2025-10-12T06:14:00,1083.01,Economy,103,Other
CC4336,2025-11-01T16:56:00,1414.18,Premium Economy,31,Other
4O3134,2025-03-26T14:19:00,882.08,Business,74,Other
PR8339,2025-07-27T02:16:00,768.31,Premium Economy,111,Other
YV8859,2025-10-01T07:24:00,364.37,Economy,176,Low Fare
BA464,2024-08-31T12:44:00,292.6,Premium Economy,83,Low Fare
OO1784,2025-03-16T07:49:00,579.36,Premium Economy,48,Other
CA431,2025-05-31T21:31:00,1484.74,Economy,63,Other
TP5046,2025-11-13T10:53:00,864.72,Premium Economy,182,Other
WO152,2025-01-19T01:29:00,1207.02,Economy,111,Other
LH6183,2024-12-13T11:39:00,942.33,Premium Economy,39,Other
MG3110,2025-03-31T21:05:00,1466.21,Economy,40,Other
RD3488,2024-09-07T06:35:00,108.02,Business,148,Low Fare
WW2323,2024-08-10T23:00:00,324.95,Business,172,Low Fare
RD8668,2025-07-02T03:58:00,897.17,Premium Economy,146,Other
VN8915,2025-04-05T08:32:00,379.23,Premium Economy,129,Low Fare
EV3322,2024-02-21T21:17:00,215.72,Premium Economy,116,Low Fare
XP2608,2024-01-26T22:19:00,200.6,Economy,20,Low Fare
WN8752,2024-06-02T03:21:00,892.39,Business,71,Other
TA1031,2025-08-01T16:19:00,199.47,Business,16,Low Fare
WO9328,2024-11-30T04:32:00,117.38,Business,135,Low Fare
VN4557,2024-05-18T12:55:00,212.67,Business,58,Low Fare
AM6074,2024-03-26T09:49:00,892.35,Premium Economy,143,Other
AB5053,2025-10-20T02:10:00,1065.43,Premium Economy,99,Other
YX4738,2024-11-07T05:57:00,232.43,Premium Economy,179,Low Fare
JX163,2024-02-21T20:10:00,329.61,Business,79,Low Fare
RW8883,2025-05-15T10:31:00,635.79,Business,21,Other
SR248,2024-10-08T15:14:00,1235.28,Economy,56,Other
DE1595,2025-11-20T21:41:00,119.15,Business,17,Low Fare
YV6674,2024-08-27T10:38:00,340.24,Business,171,Other
AZ1405,2024-12-31T23:06:00,790.95,Business,56,Other
BA3652,2025-06-26T23:45:00,593.78,Premium Economy,19,Other
QQ4086,2025-03-13T01:21:00,463.08,Premium Economy,57,Other
XJ6774,2025-09-23T11:04:00,879.94,Business,157,Other
NZ3226,2025-08-19T16:14:00,261.34,Economy,42,Low Fare
QK6461,2025-12-18T23:42:00,369.84,Premium Economy,74,Low Fare
QX8933,2024-09-07T11:24:00,278.8,Premium Economy,72,Low Fare
NZ2968,2025-12-09T01:36:00,1290.01,Premium Economy,10,Other
AB5260,2025-04-02T03:33:00,1116.47,Premium Economy,175,Other
PE9927,2025-08-02T06:50:00,427.08,Economy,91,Other
XP618,2024-06-06T21:05:00,221.23,Business,166,Low Fare
GL8414,2025-03-30T15:52:00,1236.95,Economy,50,Other
LP3868,2024-03-08T00:36:00,345.09,Premium Economy,38,Low Fare
WI8487,2025-10-12T08:55:00,902.05,Premium Economy,135,Other
UA3625,2024-02-21T07:21:00,1214.23,Premium Economy,21,Other
SR2032,2024-05-01T16:05:00,172.53,Business,141,Low Fare
NW4773,2024-12-19T16:12:00,124.31,Economy,26,Low Fare
EZ1673,2025-06-15T09:14:00,675.51,Business,190,Other
TW5196,2024-10-14T11:44:00,121.38,Business,172,Low Fare
MQ7376,2024-11-03T12:08:00,382.13,Business,68,Other
CC3128,2024-03-10T11:33:00,110.18,Economy,175,Low Fare
NW9501,2024-04-09T07:53:00,752.21,Business,193,Other
TS4788,2025-02-14T03:01:00,209.95,Economy,10,Low Fare
PE6927,2025-08-13T03:14:00,1458.56,Business,89,Other
AS377,2024-10-14T15:43:00,1209.16,Economy,115,Other
TZ8641,2024-03-10T06:35:00,104.39,Premium Economy,25,Low Fare
5Y6111,2024-06-14T11:47:00,763.32,Economy,20,Other
KL3936,2024-10-19T20:20:00,305.19,Premium Economy,163,Low Fare
PR6625,2024-09-16T11:49:00,835.29,Business,127,Other
NH5801,2024-05-23T11:38:00,308.19,Premium Economy,89,Low Fare
CA9709,2024-01-21T04:27:00,394.39,Business,171,Low Fare
AZ678,2024-04-20T18:40:00,1314.07,Economy,30,Other
AM5841,2024-01-31T22:56:00,861.75,Economy,81,Other
MU6238,2024-02-04T06:09:00,185.91,Business,141,Low Fare
CI5393,2024-05-13T23:24:00,157.93,Business,72,Low Fare
LY2303,2025-04-27T23:52:00,354.45,Business,175,Low Fare
BR1409,2024-03-26T16:42:00,944.18,Business,41,Other
UA7383,2024-10-05T18:23:00,1186.25,Premium Economy,98,Other
DP8416,2024-02-23T00:53:00,571.08,Premium Economy,126,Other
EY1633,2025-11-17T17:56:00,766.01,Premium Economy,179,Other
DL4474,2025-12-03T01:33:00,169.98,Business,110,Low Fare
QR5831,2024-05-14T02:59:00,303.81,Business,85,Low Fare
SQ3983,2024-06-13T15:43:00,173.05,Economy,74,Low Fare
AI661,2025-02-18T20:40:00,281.41,Premium Economy,78,Low Fare
5Y9414,2025-12-03T09:08:00,611.95,Premium Economy,75,Other
ZW5587,2024-05-16T12:33:00,1162.56,Economy,113,Other
4O6870,2024-06-15T00:45:00,685.84,Business,93,Other
FL1924,2024-07-14T01:43:00,315.53,Economy,80,Low Fare
N74800,2025-06-25T12:43:00,182.33,Business,37,Low Fare
N78785,2024-04-03T11:17:00,385.05,Economy,176,Low Fare
LH9273,2024-07-18T07:43:00,187.54,Business,27,Low Fare
AZ1015,2025-07-01T07:54:00,737.07,Premium Economy,109,Other
AY2894,2025-07-06T04:03:00,302.85,Business,76,Low Fare
F81403,2024-03-16T10:06:00,101.03,Premium Economy,99,Low Fare
KE4314,2025-05-08T10:24:00,206.11,Economy,134,Low Fare
OO2059,2024-09-02T20:03:00,1065.29,Economy,182,Other
MQ4681,2024-06-03T15:43:00,398.31,Business,134,Low Fare
HQ3495,2025-09-28T04:30:00,191.89,Business,31,Low Fare
TP1891,2024-01-16T10:53:00,1251.21,Premium Economy,73,Other
Z09334,2024-12-01T10:03:00,250.72,Premium Economy,174,Low Fare
AZ9983,2025-08-24T23:45:00,230.94,Business,76,Low Fare
B6423,2024-03-23T19:04:00,1072.27,Premium Economy,54,Other
AA2192,2025-05-23T16:10:00,744.77,Premium Economy,192,Other
KE9428,2025-01-04T12:43:00,305.38,Economy,74,Other
SK2602,2025-05-01T06:06:00,1168.19,Premium Economy,139,Other
OH1575,2025-09-08T22:16:00,323.85,Economy,170,Other
XP4304,2025-03-24T14:18:00,341.92,Premium Economy,108,Low Fare
TS2633,2024-08-25T18:50:00,989.21,Economy,43,Other
F92162,2024-02-03T15:12:00,648.52,Premium Economy,55,Other
BBB295,2025-09-07T08:25:00,116.17,Economy,188,Low Fare
CP7779,2025-11-08T04:04:00,1473.46,Premium Economy,106,Other
SE5834,2024-03-21T18:35:00,284.56,Economy,66,Low Fare
BBB8787,2024-03-14T07:08:00,200.98,Economy,126,Low Fare
DE2698,2024-03-13T21:30:00,277.27,Business,51,Low Fare
JL1619,2024-08-26T10:57:00,1148.78,Premium Economy,37,Other
JL1886,2024-10-30T01:30:00,347.58,Business,175,Low Fare
B62204,2024-11-29T03:49:00,983.99,Economy,194,Other
WI8049,2025-06-10T02:01:00,275.13,Business,99,Low Fare
XJ2011,2024-01-06T12:38:00,100.22,Premium Economy,121,Low Fare
MX533,2025-04-23T14:42:00,120.29,Economy,28,Low Fare
YP9811,2025-05-27T03:08:00,1296.28,Premium Economy,55,Other
YX4906,2025-03-19T22:45:00,147.36,Premium Economy,164,Low Fare
QK5801,2025-11-06T05:29:00,663.84,Economy,127,Other
CP5530,2024-12-24T15:52:00,269.81,Premium Economy,151,Low Fare
A84277,2024-05-03T13:39:00,598.98,Premium Economy,162,Other
MX3438,2025-12-28T21:53:00,136.09,Business,102,Low Fare
DE199,2025-05-21T00:19:00,374.05,Business,20,Low Fare
G49539,2024-04-16T13:40:00,106.01,Premium Economy,121,Low Fare
B68675,2024-04-22T05:10:00,1382.45,Premium Economy,155,Other
KE5397,2024-10-20T02:17:00,1104.4,Business,111,Other
MX3588,2025-12-15T09:22:00,381.31,Premium Economy,77,Low Fare
YV9754,2025-04-26T10:30:00,283.29,Economy,195,Low Fare
FJ9879,2024-02-21T16:31:00,218.44,Business,146,Low Fare
ZG9832,2025-08-25T02:27:00,243.69,Premium Economy,189,Low Fare
TP3156,2024-11-03T21:01:00,1252.92,Business,124,Other
SS2000,2024-08-02T03:29:00,1273.99,Premium Economy,173,Other
DE8371,2025-04-14T09:07:00,770.26,Economy,194,Other
QK2748,2024-12-30T13:53:00,448.29,Premium Economy,90,Other
UA9282,2024-01-29T02:57:00,1486.87,Premium Economy,120,Other
OO5437,2024-03-15T22:01:00,112.05,Economy,171,Low Fare
OY1255,2025-02-22T07:49:00,257.87,Premium Economy,74,Low Fare
MQ7818,2025-05-03T05:00:00,372.68,Premium Economy,95,Other
Y44881,2025-02-27T06:38:00,222.01,Business,168,Low Fare
HA9377,2024-11-29T21:28:00,1473.1,Premium Economy,53,Other
AZ9000,2024-11-20T17:15:00,911.13,Business,87,Other
TS7063,2024-10-17T15:27:00,173.75,Premium Economy,169,Low Fare
WS3504,2025-05-25T01:44:00,717.0,Premium Economy,82,Other
NZ822,2025-09-06T05:03:00,1422.92,Business,104,Other
SR6986,2024-12-08T04:35:00,335.19,Economy,163,Other
SR6706,2024-02-03T04:14:00,224.2,Economy,158,Low Fare
NJ161,2025-05-30T10:38:00,1223.0,Economy,158,Other
TK1866,2024-07-14T04:49:00,147.85,Premium Economy,21,Low Fare
YX6195,2024-06-14T21:54:00,346.59,Business,181,Other
SY8573,2024-12-17T10:56:00,228.59,Premium Economy,31,Low Fare
CM6825,2025-12-19T09:02:00,342.81,Premium Economy,135,Low Fare
AM6469,2024-06-03T18:02:00,340.09,Economy,181,Low Fare
EV2454,2024-06-09T12:53:00,1294.3,Economy,159,Other
EK1956,2025-04-20T05:28:00,1365.62,Business,146,Other
OO3646,2024-07-15T09:10:00,144.34,Economy,194,Low Fare
LP4662,2025-03-05T00:50:00,550.74,Premium Economy,44,Other
TZ9808,2025-04-29T21:04:00,305.28,Economy,43,Low Fare
AA3198,2024-10-13T08:41:00,1349.5,Economy,133,Other
AZ4849,2024-11-11T05:58:00,255.37,Business,156,Low Fare
XE7526,2025-07-23T06:03:00,772.52,Premium Economy,125,Other
TS5154,2025-07-08T13:28:00,285.8,Business,195,Low Fare
PD2260,2024-09-24T17:09:00,1049.71,Premium Economy,120,Other
YV7638,2025-12-15T12:15:00,358.21,Business,58,Low Fare
VS5444,2024-12-04T05:02:00,1488.52,Premium Economy,91,Other
HQ8793,2025-07-23T19:50:00,263.68,Premium Economy,181,Low Fare
MT9031,2025-01-10T10:56:00,337.47,Economy,94,Other
XE8223,2025-08-21T02:52:00,1038.82,Economy,193,Other
A84566,2024-07-09T01:19:00,274.13,Business,162,Low Fare
OO6510,2025-07-09T20:24:00,216.57,Economy,111,Low Fare
DP4774,2025-09-28T12:20:00,536.66,Economy,148,Other
PD9374,2025-12-31T00:26:00,672.75,Premium Economy,35,Other
OZ7484,2024-02-13T00:03:00,101.56,Business,108,Low Fare
MG1340,2024-01-11T20:24:00,1016.09,Economy,167,Other
HQ1309,2024-12-25T00:15:00,240.21,Premium Economy,24,Low Fare
MQ479,2025-02-05T01:08:00,305.2,Business,119,Low Fare
TA7154,2025-05-25T20:49:00,819.52,Economy,46,Other
KE2388,2024-09-03T12:12:00,171.53,Economy,96,Low Fare
